StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,intro1_First Click,intro1_Last Click,intro1_Page Submit,intro1_Click Count,intro3_First Click,intro3_Last Click,intro3_Page Submit,intro3_Click Count,acc2_First Click,acc2_Last Click,acc2_Page Submit,acc2_Click Count,control_t_First Click,control_t_Last Click,control_t_Page Submit,control_t_Click Count,con_ret_t1_First Click,con_ret_t1_Last Click,con_ret_t1_Page Submit,con_ret_t1_Click Count,con_ret_1,Q404,Q407,Q408,Q409,Q410,Q411,Q412,post_t1_First Click,post_t1_Last Click,post_t1_Page Submit,post_t1_Click Count,post1_1,post1_2,post1_3,post1_4,post2_1,post2_2,post2_3,post2_4,post_t2_First Click,post_t2_Last Click,post_t2_Page Submit,post_t2_Click Count,post3_1,post3_2,post3_3,post3_4,post_t3_First Click,post_t3_Last Click,post_t3_Page Submit,post_t3_Click Count,co2_t_First Click,co2_t_Last Click,co2_t_Page Submit,co2_t_Click Count,co2_ret_t1_First Click,co2_ret_t1_Last Click,co2_ret_t1_Page Submit,co2_ret_t1_Click Count,co2_ret_1,co2_ret_2,co2_ret_3,co2_ret_4,Q400,Q401,Q402,Q414,graphic_t_First Click,graphic_t_Last Click,graphic_t_Page Submit,graphic_t_Click Count,dem_t1_First Click,dem_t1_Last Click,dem_t1_Page Submit,dem_t1_Click Count,dem_t2_First Click,dem_t2_Last Click,dem_t2_Page Submit,dem_t2_Click Count,dem_2,dem_2_3_TEXT,dem_2b,dem_t3_First Click,dem_t3_Last Click,dem_t3_Page Submit,dem_t3_Click Count,dem_3,dem_3b,dem_3c,dem_t4_First Click,dem_t4_Last Click,dem_t4_Page Submit,dem_t4_Click Count,dem_4,dem_4_6_TEXT,dem_4b,dem_4c_1,dem_4d_1,dem_t5_First Click,dem_t5_Last Click,dem_t5_Page Submit,dem_t5_Click Count,dem_5,dem_5_11_TEXT,dem_t6_First Click,dem_t6_Last Click,dem_t6_Page Submit,dem_t6_Click Count,dem_6,dem_t7_First Click,dem_t7_Last Click,dem_t7_Page Submit,dem_t7_Click Count,dem_7,dem_7_7_TEXT,dem_t8_First Click,dem_t8_Last Click,dem_t8_Page Submit,dem_t8_Click Count,dem_8,dem_8b,dem_t9_First Click,dem_t9_Last Click,dem_t9_Page Submit,dem_t9_Click Count,dem_9,dem_9c,fin_t_First Click,fin_t_Last Click,fin_t_Page Submit,fin_t_Click Count,SC0,mTurkCode,workerID,Condition
2021-04-02 09:10:19,2021-04-02 09:15:19,0,100,300,1,2021-04-02 09:15:19,R_3FXSjixfb4hNg9P,anonymous,EN,1,0,0,10.192,0,0,0,2.959,0,0,0,2.231,0,0,0,52.116,0,0,0,116.414,0,"43,500",1,1,3,1,3,80,3,0,0,10.662,0,2,5,6,5,6,5,5,6,0,0,6.42,0,5,5,2,6,0,0,7.969,0,,,,,,,,,,,,,,,,,,,,,0,0,3.251,0,0,0,5.809,0,1,,2,0,0,22.251,0,1,1,26,0,0,10.518,0,4,,2,6,6,0,0,6.088,0,4,,0,0,7.092,0,5,0,0,2.99,0,1,,0,0,7.158,0,3,3,0,0,11.161,0,NA,NA,0,0,5.619,0,4,96096977,,1
2021-04-02 09:16:17,2021-04-02 09:22:19,0,100,361,1,2021-04-02 09:22:19,R_3oOdrgvSfLo16Gr,anonymous,EN,1,4.782,10.598,12.956,3,0,0,3.988,0,12.629,13.404,15.49,2,,,,,,,,,,,,,,,,,1.526,27.905,28.771,7,2,6,6,5,5,5,2,3,1.749,15.823,17.16,8,5,5,2,5,1.482,23.556,24.126,10,,,,,4.242,48.074,48.863,20,400,3,1,4,500,3,2,2,30.93,80.653,82.246,11,0,0,2.916,0,1.002,5.331,6.172,7,1,,4,20.33,22.518,27.449,5,1,1,37,1.494,14.64,15.602,10,3,,2,4,4,2.497,4.755,5.998,3,2,,2.587,3.1,4.036,2,4,1.443,2.017,3.265,2,1,,3.135,6.958,7.796,4,7,1,1.902,5.385,7.1,2,no,,5.852,10.778,12.723,2,8,56515927,,3
2021-04-02 09:18:39,2021-04-02 09:23:39,0,100,300,1,2021-04-02 09:23:40,R_2aww0UQZqdmKem4,anonymous,EN,1,0,0,9.115,0,0,0,3.826,0,0,0,12.795,0,,,,,,,,,,,,,,,,,5.832,17.013,17.933,4,3,6,6,7,7,5,1,3,3.088,13.285,15.415,4,6,7,2,5,3.011,14.634,15.896,4,0,0,64.223,0,2.793,52.442,54.243,11,300,3,1,4,550,4,4,1,,,,,0,0,2.916,0,0.867,3.514,6.458,2,2,,5,1.7,4.834,9.153,3,1,2,42,1.02,13.434,15.751,4,1,,2,2,3,1.021,1.021,6.874,1,2,,3.47,3.47,4.771,1,8,1.343,1.343,3.235,1,5,,1.288,7.308,10.667,2,4,3,3.85,3.85,21.676,1,No.  I have not taken a similar survey in the past.,,0,0,6.171,0,3,19323112,,2
2021-04-02 09:19:30,2021-04-02 09:26:20,0,100,409,1,2021-04-02 09:26:21,R_1nSzrLdqtjYfDjM,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,7.12,0,0,0,3.905,0,0,0,7.486,0,,,,,,,,,,,,,,,,,25.544,52.88,53.82,6,1,1,7,7,7,5,1,1,4.201,33.266,34.565,4,7,7,2,7,6.043,21.548,22.491,5,,,,,2.472,109.737,110.929,12,410,3,1,4,500,3,2,2,0,0,81.448,0,0,0,3.941,0,1.533,3.901,5.769,2,2,,7,1.781,5.575,8.4,3,1,1,54,2.455,13.175,14.479,4,1,,2,2,2,3.785,3.785,6.52,1,5,,2.336,2.336,3.729,1,8,1.735,1.735,3.52,1,1,,3.84,7.776,12.275,2,12,1,2.172,2.172,10.264,1,No.,,0,0,8.2,0,8,38408474,,3
2021-04-02 08:55:45,2021-04-02 09:29:11,0,100,2006,1,2021-04-02 09:29:12,R_27Cl83RNMf3uFxc,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,2.416,2.416,6.85,1,0,0,3.496,0,0,0,2.752,0,,,,,,,,,,,,,,,,,427.866,433.635,434.186,9,1,6,7,6,7,7,1,1,15.085,17.997,19.472,5,5,7,2,6,51.266,56.217,56.855,6,0,0,61.439,0,1.937,30.953,31.642,11,420,2,1,4,500,4,4,2,,,,,0,0,51.502,0,0.698,3.817,4.044,4,1,,2,0.598,1.95,4.401,3,1,1,28,0.69,6.819,8.149,8,1,,2,2,3,0.989,4.926,5.639,2,1,,1.618,1.618,3.045,1,8,0.792,0.792,2.721,1,1,,1.12,4.496,5.29,4,8,4,0.776,4.108,11.595,2,No,Timed waiting is a pain on demographics,4.066,4.066,5.948,1,4,72799059,,2
2021-04-02 09:29:31,2021-04-02 09:40:31,0,100,660,1,2021-04-02 09:40:32,R_24jhMU8IShHTcUj,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,10.897,0,0,0,8.265,0,0,0,17.453,0,,,,,,,,,,,,,,,,,13.903,32.331,33.48,5,2,7,7,6,7,5,1,1,15.639,32.101,33.882,4,7,7,2,6,16.332,38.092,39.786,4,0,0,173.783,0,4.082,156.009,162.039,15,400,3,1,4,800,3,2,2,,,,,0,0,4.976,0,2.322,5.72,8.041,2,1,,8,1.647,4.992,8.718,3,1,1,56,2.538,20.731,23.294,4,1,,2,3,5,2.997,2.997,7.385,1,8,,3.666,3.666,5.608,1,7,1.905,1.905,3.917,1,1,,4.459,8.183,12.638,2,10,1,5.461,14.509,15.722,2,no,,0,0,11.41,0,7,30146693,,2
2021-04-02 09:33:25,2021-04-02 09:41:00,0,100,455,1,2021-04-02 09:41:01,R_3GlD8GSr4coRwIi,anonymous,EN,1,0,0,7.915,0,0,0,4.533,0,0,0,8.869,0,,,,,,,,,,,,,,,,,4.697,13.113,15.564,4,1,7,7,7,7,5,1,1,3.888,10.343,16.739,4,7,7,2,5,3.616,16.368,16.635,6,7.169,36.546,46.582,3,1.413,262.799,264.377,17,410,3,1,4,500,3,2,2,,,,,0,0,2.991,0,0.717,2.261,3.976,2,2,,5,1.339,3.098,5.63,3,1,1,44,1.49,8.442,10.058,4,1,,2,2,4,2.738,2.738,6.254,1,5,,1.701,2.725,3.863,2,8,0.881,0.881,2.666,1,1,,2.176,4.168,4.872,2,9,1,1.299,7.395,17.227,2,No.,Thank you for the interesting survey.,0,0,7.568,0,8,60873639,,2
2021-04-02 09:27:31,2021-04-02 09:45:38,0,100,1086,1,2021-04-02 09:45:39,R_QmqA0jLEECeLJp7,anonymous,EN,1,5.886,5.886,6.696,1,0,0,2.668,0,1.748,1.748,2.442,1,681.065,681.823,740.768,2,10.234,137.631,137.879,23,43500,2,2,3,1,3,80,3,3.212,19.694,20.323,7,6,2,4,4,1,5,7,7,2.476,21.588,22.288,4,1,2,2,1,4.705,18.014,22.681,5,,,,,,,,,,,,,,,,,,,,,0,0,3.097,0,0.844,5.281,7.971,5,2,,6,1.33,4.355,8.459,3,1,1,47,1.773,17.425,19.367,6,2,,2,5,7,2.209,2.646,5.809,2,5,,2.005,2.005,3.45,1,8,0.96,0.96,2.751,1,1,,2.461,8.223,8.891,2,8,4,15.163,52.673,53.31,3,"Probably, several of you climate changers ask questions about this all the time.  You are not original.",A3FGT6EU39C6S4,0,0,6.836,0,6,59510484,,1
2021-04-02 09:41:39,2021-04-02 09:46:44,0,100,304,1,2021-04-02 09:46:44,R_22R0vYCPhRInRNf,anonymous,EN,1,0,0,6.587,0,0.755,3.279,4.328,4,0.823,4.556,6.928,4,,,,,,,,,,,,,,,,,7.202,28.121,29.486,6,2,6,4,4,5,5,2,2,7.104,11.647,14.284,4,6,6,2,6,4.777,11.371,12.075,4,,,,,7.573,117.962,125.879,9,410,3,1,4,500,5,5,2,1.045,1.045,20.572,1,0,0,3.106,0,1.436,2.854,4.737,2,1,,3,1.703,4.317,6.169,3,1,1,32,2.846,17.895,22.077,7,7,,2,2,5,1.669,1.669,6.333,1,2,,2.18,2.18,3.211,1,8,2.067,2.067,3.491,1,5,,1.958,8.532,9.598,3,4,3,1.455,5.139,10.97,2,no,,0,0,6.334,0,6,33896627,,3
2021-04-02 09:46:18,2021-04-02 09:50:16,0,100,237,1,2021-04-02 09:50:16,R_2wR0YK9PtNbkBKl,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,6.521,0,0,0,3.626,0,0,0,5.519,0,,,,,,,,,,,,,,,,,4.634,15.093,15.754,4,1,7,7,7,7,5,1,1,4.262,9.342,10.181,4,7,7,2,7,4.939,8.903,9.87,4,2.272,5.773,43.18,2,1.27,77.569,80.028,12,410,3,1,4,1000,3,2,2,,,,,0,0,3.268,0,1.127,2.405,4.344,2,1,,4,1.223,3.048,4.913,3,1,1,40,1.882,8.731,9.57,4,1,,2,1,1,1.153,1.153,6.126,1,2,,1.697,1.697,3.196,1,5,0.876,0.876,3.133,1,1,,1.278,4.818,5.641,2,4,4,2.645,2.645,10.684,1,No,,0,0,6.466,0,7,26714729,,2
2021-04-02 09:51:16,2021-04-02 10:05:50,0,100,873,1,2021-04-02 10:05:50,R_1k1c2dACXcDJGAn,anonymous,EN,,0,0,24.029,0,0,0,9.563,0,0,0,14.484,0,8.945,12.68,206.674,4,58.648,400.72,407.355,12,"43,000 billion",2,2,5,5,3,1,3,9.813,27.845,29.08,4,1,4,6,7,7,5,1,1,6.399,17.808,20.413,4,6,7,2,4,8.108,23.524,26.115,4,,,,,,,,,,,,,,,,,,,,,0,0,4.737,0,3.231,8.335,11.433,2,1,,10,3.361,8.257,18.465,3,1,1,67,3.416,17.721,19.162,4,1,,2,1,2,4.277,4.277,7.602,1,5,,4.859,4.859,8.812,1,5,3.524,3.524,6.333,1,1,,4.076,9.924,12.851,2,4,1,2.035,10.763,12.758,2,no,,0,0,6.485,0,4.5,85426255,,1
2021-04-02 10:23:15,2021-04-02 10:50:47,0,100,1652,1,2021-04-02 10:50:48,R_10wSox9aYoHfV7a,anonymous,EN,1,0,0,371.265,0,0,0,5.824,0,0,0,23.255,0,,,,,,,,,,,,,,,,,6.258,10.23,556.971,4,2,4,4,4,6,5,2,3,134.839,149.263,150.501,7,5,5,2,3,25.884,37.922,38.833,6,,,,,1.352,79.298,80.728,10,410,3,4,4,500,4,2,2,5.34,5.34,132.483,1,0,0,7.655,0,1.076,3.89,5.959,2,2,,6,10.074,15.573,15.931,4,1,1,46,2.496,64.785,69.962,4,3,,2,4,4,18.862,18.862,21.073,1,2,,80.27,81.439,81.922,2,8,1.098,1.098,3.024,1,1,,2.909,4.611,6.615,2,12,1,1.036,1.036,39.012,1,no,,0,0,31.938,0,6,43570763,,3
2021-04-02 10:53:41,2021-04-02 11:01:41,0,100,480,1,2021-04-02 11:01:41,R_3EAqANSey6oIcEo,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,6.124,0,0,0,28.699,0,0,0,1.38,0,,,,,,,,,,,,,,,,,2.61,11.49,12.656,5,2,4,4,4,6,5,4,4,1.352,5.691,6.449,6,5,4,2,4,1.422,11.6,12.379,6,,,,,1.973,72.461,73.157,9,500,5,1,4,500,1,1,1,0,0,2.505,0,0,0,3.065,0,1.133,4.396,5.36,3,2,,4,0.866,3.054,6.648,3,1,1,38,1.442,9.847,10.612,4,3,,2,4,4,2.801,2.801,6.281,1,10,,250.899,250.899,252.389,1,5,2.331,2.331,3.506,1,1,,1.644,1.644,5.973,1,2,,7.059,7.059,23.158,1,Nope,,0,0,6.164,0,3,15409265,,3
2021-04-02 11:00:23,2021-04-02 11:07:26,0,100,423,1,2021-04-02 11:07:27,R_3JsnKDbjkL4GAAh,anonymous,EN,1,0,0,8.505,0,0,0,3.515,0,0,0,7.636,0,0,0,105.866,0,3.446,113.35,123.665,9,2.6,2,2,3,1,1,98,2,7.933,21.349,22.574,4,2,6,7,6,6,5,1,1,6.701,18.628,19.398,4,5,6,2,2,5.291,22.931,23.778,4,,,,,,,,,,,,,,,,,,,,,3.995,3.995,4.58,1,1.777,3.642,5.881,2,2,,5,4.064,7.28,10.761,3,1,1,42,3.583,22.9,26.096,5,1,,2,2,2,2.082,2.082,6.603,1,2,,3.062,4.262,5.662,2,7,1.415,1.415,3.384,1,1,,3.229,11.796,13.253,2,3,1,1.61,1.61,17.284,1,No,,0,0,6.024,0,4,66421287,,1
2021-04-02 11:00:46,2021-04-02 11:09:05,0,100,499,1,2021-04-02 11:09:06,R_82NBgLRxiMjeHct,anonymous,EN,1,0,0,18.767,0,0,0,8.947,0,0,0,18.907,0,,,,,,,,,,,,,,,,,20.61,42.001,52.098,6,2,7,7,6,7,5,1,1,11.418,30.265,36.185,4,7,7,2,7,8.534,26.405,33.747,5,,,,,1.34,102.844,107.988,10,410,3,1,4,500,3,2,2,6.578,6.578,97.475,1,0,0,4.867,0,0.914,3.386,5.737,3,2,,4,1.601,23.878,26.381,5,1,1,29,3.641,16.704,20.095,4,1,,2,2,4,2.344,2.344,6.919,1,1,,3.369,3.369,4.912,1,8,2.827,2.827,4.571,1,5,,4.019,7.563,11.794,2,9,2,1.534,8.99,15.237,2,No,I have no additional comments,0,0,10.988,0,8,42059321,,3
2021-04-02 11:26:04,2021-04-02 11:34:18,0,100,494,1,2021-04-02 11:34:19,R_cLT6p4cKxoYTwI1,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,0,0,6.945,0,0,0,3.682,0,0,0,6.923,0,,,,,,,,,,,,,,,,,0,0,19.455,0,1,1,7,7,7,5,1,7,0,0,13.101,0,7,1,2,1,0,0,14.487,0,0,0,55.529,0,4.181,37.152,59.894,2,375,3,1,4,500,4,4,2,,,,,0,0,4.306,0,0,0,6.912,0,2,,9,0,0,6.312,0,1,1,63,0,0,10.599,0,1,,2,1,2,0,0,6.783,0,2,,0,0,3.818,0,8,0,0,5.338,0,1,,0,0,9.91,0,2,4,0,0,190.505,0,No.,"Just in case you are confused by my answers.....yes, global warming is real; yes, fossil fuels need to be eliminated; yes, mankind faces great danger if not. However, as I have a terminal illness and will (hopefully) soon be dead, this whole issue is moot to me, as I will be gone before any serious effects are apparent, and I don't give a flying fuck what happens to humanity after I'm gone.",1.726,1.726,54.003,1,5,43172117,,2
2021-04-02 11:36:34,2021-04-02 11:57:22,0,100,1248,1,2021-04-02 11:57:23,R_1DIjTmKZ59WcWzP,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,6.244,0,0,0,4.777,0,0,0,3.254,0,,,,,,,,,,,,,,,,,2.698,8.863,9.906,4,1,7,7,7,7,5,1,1,752.458,763.809,764.739,4,7,7,2,6,4.7,10.939,11.811,4,,,,,1.586,264.236,265.451,15,410,5,1,4,800,4,4,2,0,0,85.917,0,0,0,3.332,0,1.061,2.645,4.41,2,2,,3,1.115,3.86,5.556,3,1,1,32,1.503,20.909,21.552,5,1,,2,1,1,2.31,2.626,10.296,2,2,,1.752,1.752,3.154,1,8,1.118,1.118,2.859,1,1,,2.301,8.128,9.06,3,3,3,6.281,8.699,11.041,2,No,,0,0,7.533,0,4,66628470,,3
2021-04-02 12:07:43,2021-04-02 12:14:20,0,100,396,1,2021-04-02 12:14:21,R_2YldpzNJ9pQ2wP5,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,10.141,14.85,16.475,2,3.068,3.068,4.253,1,7.848,7.848,10.048,1,,,,,,,,,,,,,,,,,1.091,1.091,12.012,1,7,1,4,1,1,5,7,7,0,0,10.277,0,1,1,2,1,0,0,9.443,0,5.051,23.379,31.591,5,1.675,210.999,212.201,11,410,3,3,4,500,3,2,2,,,,,0,0,2.903,0,0,0,4.442,0,1,,8,0,0,5.482,0,1,1,59,0,0,16.265,0,4,,4,6,7,0,0,6.581,0,1,,3.449,3.449,3.929,1,8,1.248,1.248,3.018,1,1,,2.687,8.07,9.067,3,13,3,1.517,1.517,12.888,1,I don't think so.,,0,0,6.16,0,7,66677819,,2
2021-04-02 12:24:42,2021-04-02 12:36:03,0,100,681,1,2021-04-02 12:36:03,R_10pe8K8yLod23gh,anonymous,EN,1,0,0,6.156,0,0,0,4.691,0,0,0,5.973,0,,,,,,,,,,,,,,,,,10.298,24.078,25.028,4,5,5,6,5,3,5,5,5,6.372,15.712,17.013,4,5,4,2,3,5.774,19.238,20.183,4,,,,,2.641,65.553,66.857,9,400,3,1,4,500,3,2,2,0,0,107.23,0,0,0,3.195,0,1.726,3.862,310.463,2,1,,10,1.423,4.095,8.8,3,1,1,68,1.347,11.819,12.744,4,2,,2,6,6,2.793,2.793,6.786,1,5,,1.9,1.9,3.602,1,8,1.389,1.389,3.106,1,1,,2.367,3.903,6.185,2,6,1,4.093,4.093,8.713,1,NO,,0,0,6.275,0,8,90830088,,3
2021-04-02 12:38:59,2021-04-02 12:46:00,0,100,421,1,2021-04-02 12:46:01,R_1rBQMW0xYI5eSfQ,anonymous,EN,1,0,0,108.354,0,0,0,3.738,0,0,0,1.235,0,4.851,6.77,87.415,2,6.237,105.19,106.774,12,20 million,2,2,3,1,3,20,5,4.999,10.435,11.223,4,2,6,6,6,6,5,2,2,2.881,17.791,18.264,5,6,6,2,4,4.177,14.858,15.471,6,,,,,,,,,,,,,,,,,,,,,0,0,3.084,0,0.63,3.982,5.363,3,2,,2,1.926,3.586,6.283,3,1,1,27,0.874,7.39,8.138,5,1,,2,1,1,4.531,4.531,6.117,1,2,,2.501,2.501,3.354,1,8,0.879,0.879,3.188,1,1,,1.499,4.048,6.874,2,7,4,1.767,5.858,8.007,2,No,None,0,0,6.428,0,6,87571603,,1
2021-04-02 13:19:50,2021-04-02 13:23:52,0,100,242,1,2021-04-02 13:23:53,R_1hWjGctSMC0JDPY,anonymous,EN,1,0,0,7.781,0,0,0,4.02,0,0,0,8.3,0,,,,,,,,,,,,,,,,,5.402,17.77,18.476,4,2,6,6,6,6,5,2,2,4.195,10.42,11.442,4,5,6,2,4,4.528,13.152,14.266,5,,,,,2.654,50.134,51.101,10,410,2,1,4,500,5,2,2,0,0,28.935,0,0,0,3.597,0,2.023,3.647,5.569,2,1,,4,0.74,2.668,5.479,3,1,1,32,1.679,9.062,10.553,4,1,,2,2,2,3.774,3.774,9.22,1,11,not religious,2.925,2.925,4.153,1,8,0.866,0.866,3.291,1,1,,2.718,5.501,6.68,2,9,3,6.624,6.624,33.519,1,not that I recall. I have taken surveys on climate change but none that focused on carbon dioxide,,0,0,7.494,0,6,64483901,,3
2021-04-02 13:51:55,2021-04-02 14:06:32,0,100,876,1,2021-04-02 14:06:33,R_22lzucZrnlBboxZ,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,1.116,4.096,5.931,4,3.892,4.722,5.236,2,1.625,4.608,5.026,5,3.094,27.987,47.605,12,134.352,485.834,486.603,59,"43,500 billion",2,2,3,1,3,20,3,2.758,30.546,31.307,21,4,5,5,4,5,5,4,3,3.41,23.116,23.679,20,5,5,2,4,3.486,26.007,26.7,18,,,,,,,,,,,,,,,,,,,,,3.596,8.452,9.144,4,1.274,8.563,9.141,12,1,,6,1.286,8.112,8.556,10,1,1,46,1.213,18.157,18.738,25,1,,2,4,4,1.181,4.975,5.837,6,4,,1.21,5.481,5.988,8,5,1.278,5.208,5.76,7,1,,1.121,9.517,10.445,13,6,1,1.862,33.144,34.123,13,"no ",Thank you,2.219,10.471,11.219,11,8,45990499,,1
2021-04-02 14:34:40,2021-04-02 14:41:09,0,100,388,1,2021-04-02 14:41:10,R_VImxIxxdc7VYuDT,anonymous,EN,1,4.831,4.831,5.684,1,0,0,3.256,0,2.651,2.651,3.255,1,,,,,,,,,,,,,,,,,11.15,30.675,31.291,11,1,7,6,6,6,5,1,1,1.25,12.789,13.742,8,6,7,2,6,1.11,15.522,16.032,9,,,,,19.599,206.852,208.454,20,500,3,3,4,500,3,2,2,0.859,12.322,13.198,6,0,0,2.673,0,1.243,4.602,5.554,5,2,,3,1.005,5.459,7.37,5,1,1,33,1.347,9.95,10.813,10,1,,2,3,2,1.924,3.862,13.798,5,5,,3.346,4.516,6.422,2,8,1.623,2.988,4.332,2,3,,1.599,11.959,13.784,5,5,2,4.781,8.063,12.091,2,No.,,2.355,5.204,6.662,4,6,76148504,,3
2021-04-02 17:30:48,2021-04-02 17:37:15,0,100,387,1,2021-04-02 17:37:16,R_pibeLavKoFSfFND,anonymous,EN,1,0,0,11.271,0,0,0,5.512,0,0,0,15.152,0,,,,,,,,,,,,,,,,,6.781,26.809,27.813,5,6,3,6,3,1,5,5,6,6.701,21.915,22.885,7,1,1,2,1,6.443,16.012,17.056,4,0,0,123.895,0,2.59,53.733,56.445,9,410,3,1,4,500,3,2,2,,,,,0,0,3.471,0,1.294,4.213,6.175,2,2,,3,1.034,3.378,12.077,3,1,1,21,2.176,12.816,14.261,5,2,,1,7,7,2.224,2.224,6.921,1,5,,3.581,3.581,5.488,1,8,2.884,2.884,6.211,1,1,,1.369,7.777,10.65,2,2,3,4.405,17.818,20.65,3,I don't think so.,Got nothing for you.,0,0,11.598,0,8,51370799,,2
2021-04-02 17:50:21,2021-04-02 18:00:36,0,100,614,1,2021-04-02 18:00:36,R_1CqBmAHwZ3Rr210,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,16.366,0,0,0,12.598,0,0,0,16.943,0,0,0,178.16,0,1.984,144.672,147.099,13,3.5 billion,3,2,3,1,5,80,3,20.286,36.131,37.161,4,7,1,4,2,1,5,6,7,25.181,33.826,37.651,4,1,1,2,1,19.33,36.81,38.399,4,,,,,,,,,,,,,,,,,,,,,0,0,4.768,0,1.444,3.313,9.06,2,2,,5,2.89,5.857,14.189,3,1,1,45,1.678,18.639,22.126,4,2,,1,6,7,2.524,2.524,7.157,1,5,,2.335,2.335,5.894,1,8,1.646,1.646,4.238,1,1,,1.844,13.506,16.075,2,4,3,5.97,5.97,26.678,1,"Not that I can recall, no.",,0,0,8.246,0,4,12083374,,1
2021-04-02 20:23:31,2021-04-02 20:29:34,0,100,363,1,2021-04-02 20:29:35,R_3LbXWL1Ja4rROUh,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,2.067,4.914,6.102,5,2.846,2.846,3.69,1,3.801,4.588,5.478,2,,,,,,,,,,,,,,,,,1.572,30.7,31.725,19,7,3,7,4,5,5,5,7,0.98,23.115,23.781,16,3,2,2,1,12.384,39.696,40.91,11,,,,,2.608,95.862,98.941,36,450,3,1,4,1000,4,4,2,15.787,39.46,40.888,9,1.338,1.912,2.796,2,1.522,4.506,5.053,5,2,,3,0.963,5.838,9.581,6,1,1,33,1.517,28.22,29.595,13,4,,1,6,7,1.256,2.316,6.118,3,2,,1.211,2.621,3.3,4,8,1.013,1.359,2.736,2,1,,1.642,4.757,5.744,5,9,1,3.677,9.439,13,5,No,,1.49,2,5.966,2,4,78509764,,3
2021-04-02 20:26:24,2021-04-02 20:37:32,0,100,667,1,2021-04-02 20:37:32,R_6X1J2Ahc6EEXoZz,anonymous,EN,1,4.591,4.591,7.037,1,0,0,4.132,0,0,0,16.476,0,,,,,,,,,,,,,,,,,4.325,17.145,18.075,6,2,6,7,7,7,5,2,3,2.782,18.39,19.276,10,5,6,2,2,2.458,33.5,34.198,6,3.818,253.348,255.524,7,1.778,215.859,217.092,23,410,3,1,4,500,3,2,2,,,,,0,0,3.204,0,1.375,4.427,6.032,2,2,,6,1.392,4.441,8.936,3,1,1,50,1.975,20.195,21.732,9,3,,2,3,3,1.361,7.422,8.254,3,1,,2.088,3.536,4.517,2,5,1.113,2.013,2.835,2,1,,1.8,9.5,11.14,3,4,1,1.317,6.465,7.768,2,no,,2.536,6.235,6.806,2,8,63154901,,2
2021-04-02 21:11:44,2021-04-02 21:22:17,0,100,633,1,2021-04-02 21:22:18,R_2dQtxF4g9KOPMJX,anonymous,EN,1,15.282,15.282,17.705,1,0,0,10.738,0,12.711,16.121,24.544,2,,,,,,,,,,,,,,,,,13.969,37.436,38.788,7,6,4,5,5,4,5,5,4,10.623,33.551,34.984,6,3,4,2,3,5.141,28.161,30.144,6,6.246,178.919,180.186,2,8.201,119.252,122.093,20,480,3,1,4,1000,1,2,2,,,,,5.572,5.572,7.017,1,1.508,10.648,11.819,4,1,,3,2.284,14.157,15.189,6,1,1,35,4.721,31.001,32.425,8,2,,1,6,7,6.779,11.207,12.172,3,5,,6.764,11.362,12.438,3,4,2.382,6.692,7.734,2,1,,6.204,15.373,16.97,4,8,1,4.648,15.35,23.7,2,no,,13.797,13.797,15.147,1,5,69408073,,2
2021-04-02 22:57:10,2021-04-02 23:01:56,0,100,286,1,2021-04-02 23:01:57,R_Zyp05fiFq6GGmTT,anonymous,EN,1,0,0,6.927,0,0,0,18.941,0,0,0,7.438,0,,,,,,,,,,,,,,,,,6.75,9.011,12.463,4,1,1,1,1,6,5,6,6,8.898,19.1,21.238,5,6,6,6,6,2.742,8.807,11.383,4,,,,,4.451,53.254,54.608,10,440,3,1,4,470,4,2,2,0,0,40.552,0,0,0,3.612,0,1.187,5.108,7.739,2,1,,7,4.497,7.031,9.64,3,1,1,55,1.22,16.24,17.845,5,3,,2,6,5,2.422,2.422,6.338,1,2,,3.346,5.092,9.068,2,8,11.296,11.296,15.995,1,5,,15.473,16.949,18.544,2,11,1,1.369,1.369,7.708,1,no,,0,0,6.062,0,5,75763,,3
